Campaign ID,Creative Size,Creative Messaging,Location,City,State,App/URL,Exchange,Device Make,Impressions,Clicks,Viewable Impressions,Measurable Impressions,Total Conversions,Gross Cost,CPA,CVR,CPC,CPM,CTR,Viewability,vCPM
236,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,flightaware.com,Index Exchange,Smartphone,12710,10,8159,11984,11,7851.397,$713.76,110.00%,$785.14,$617.73,0.08%,64.19%,$962.30
237,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,flightaware.com,Google Ad Manager,Smartphone,9463,56,1518,8191,4,6879.602,"$1,719.90",7.14%,$122.85,$727.00,0.59%,16.04%,"$4,532.02"
238,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,flightaware.com,PubMatic,Smartphone,12136,97,2089,11500,3,5224.932,"$1,741.64",3.09%,$53.87,$430.53,0.80%,17.21%,"$2,501.16"
239,320x50,Sign up Now - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,forbes.com,Google Ad Manager,Smartphone,15326,68,7941,14331,8,6943.516,$867.94,11.76%,$102.11,$453.05,0.44%,51.81%,$874.39
240,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,forbes.com,Google Ad Manager,Smartphone,18095,50,10021,16755,24,6768.759,$282.03,48.00%,$135.38,$374.07,0.28%,55.38%,$675.46
241,300x50,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,forbes.com,Google Ad Manager,Smartphone,119280,400,55665,112913,23,6492.676,$282.29,5.75%,$16.23,$54.43,0.34%,46.67%,$116.64
242,320x50,Sign up Now - 10% Off,"South Bend-Elkhart, Indiana",South Bend,Indiana,forbes.com,BidSwitch,Smartphone,8204,20,1348,7832,1,5973.38,"$5,973.38",5.00%,$298.67,$728.11,0.24%,16.43%,"$4,431.29"
243,300x50,Sign up Now - 10% Off,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,forbes.com,TripleLift,Smartphone,88022,370,45972,83922,11,5669.145,$515.38,2.97%,$15.32,$64.41,0.42%,52.23%,$123.32
244,320x50,Sign up Now - 10% Off,"New York City, New York",New York City,New York,forbes.com,Google Ad Manager,Smartphone,12879,71,7225,12173,9,5099.282,$566.59,12.68%,$71.82,$395.94,0.55%,56.10%,$705.78
245,300x250,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,forbes.com,Google Ad Manager,Windows PC,69239,160,23112,65390,1,4514.953,"$4,514.95",0.63%,$28.22,$65.21,0.23%,33.38%,$195.35
246,320x50,Sign up Now - 10% Off,"Lafayette, Indiana",Lafayette,Indiana,forbes.com,Google Ad Manager,Smartphone,111884,220,53017,106432,7,1786.105,$255.16,3.18%,$8.12,$15.96,0.20%,47.39%,$33.69
247,320x50,Sign up Today - 10% Off,"New York City, New York",New York City,New York,forbes.com,Google Ad Manager,Smartphone,20899,20,11394,19576,19,1649.46,$86.81,95.00%,$82.47,$78.93,0.10%,54.52%,$144.77
248,300x250,10% Discount - Ends 6/1,"Augusta, Georgia",Augusta,Georgia,forbes.com,Google Ad Manager,Windows PC,22800,79,8298,21161,24,1620.166,$67.51,30.38%,$20.51,$71.06,0.35%,36.39%,$195.25
249,320x50,Sign up Now - 10% Off,"New York City, New York",New York City,New York,forbes.com,Google Ad Manager,Smartphone,15441,48,7626,14456,19,1614.309,$84.96,39.58%,$33.63,$104.55,0.31%,49.39%,$211.68
250,320x50,Sign up Today - 10% Off,"New York City, New York",New York City,New York,forbes.com,Google Ad Manager,Smartphone,33069,140,17744,31192,14,1543.311,$110.24,10.00%,$11.02,$46.67,0.42%,53.66%,$86.98
251,320x50,Sign up Now - 10% Off,"Jacksonville, Florida",Jacksonville,Florida,fortune.com,Google Ad Manager,Smartphone,54134,155,37418,51299,4,1502.018,$375.50,2.58%,$9.69,$27.75,0.29%,69.12%,$40.14
252,300x250,Subscribe Today - 10% Discount,"Knoxville, Tennessee",Knoxville,Tennessee,fox59.com,Google Ad Manager,Smartphone,7583,45,4608,5881,1,5033.483,"$5,033.48",2.22%,$111.86,$663.79,0.59%,60.77%,"$1,092.34"
253,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,foxbusiness.com,Google Ad Manager,Apple PC,12436,84,7055,11497,9,1720.87,$191.21,10.71%,$20.49,$138.38,0.68%,56.73%,$243.92
254,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,foxnews.com,Magnite DV+,Smartphone,122086,299,82898,116235,16,7663.695,$478.98,5.35%,$25.63,$62.77,0.24%,67.90%,$92.45
255,320x50,Subscribe Today - 10% Discount,"Tampa-St Petersburg (Sarasota), Florida",Tampa,Florida,foxnews.com,BidSwitch,Smartphone,63794,200,46557,60868,9,6832.94,$759.22,4.50%,$34.16,$107.11,0.31%,72.98%,$146.77
256,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,foxnews.com,BidSwitch,Apple PC,29323,88,13822,26934,9,6096.046,$677.34,10.23%,$69.27,$207.89,0.30%,47.14%,$441.04
257,320x50,Sign up Today - 10% Off,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,foxnews.com,BidSwitch,Smartphone,38408,101,23557,35247,7,5343.459,$763.35,6.93%,$52.91,$139.12,0.26%,61.33%,$226.83
258,320x50,Sign up Today - 10% Off,"Knoxville, Tennessee",Knoxville,Tennessee,foxnews.com,Google Ad Manager,Smartphone,70134,169,48862,66739,14,2514.868,$179.63,8.28%,$14.88,$35.86,0.24%,69.67%,$51.47
259,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,foxnews.com,Google Ad Manager,Windows PC,51889,174,33879,49382,5,2172.842,$434.57,2.87%,$12.49,$41.87,0.34%,65.29%,$64.14
260,300x250,Sign up Today - 10% Off,"Tampa-St Petersburg (Sarasota), Florida",Tampa,Florida,foxnews.com,Google Ad Manager,Windows PC,19951,81,10511,18132,15,1801.149,$120.08,18.52%,$22.24,$90.28,0.41%,52.68%,$171.36
261,320x50,Sign up Today - 10% Off,"Chattanooga, Tennessee",Chattanooga,Tennessee,foxnews.com,Google Ad Manager,Smartphone,91593,40,51004,82985,18,1731.585,$96.20,45.00%,$43.29,$18.91,0.04%,55.69%,$33.95
262,300x50,Sign up Now - 10% Off,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,foxnews.com,BidSwitch,Smartphone,69722,194,40640,64819,10,1667.656,$166.77,5.15%,$8.60,$23.92,0.28%,58.29%,$41.03
263,300x250,Sign up Today - 10% Off,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,foxnews.com,OpenX,Windows PC,76724,187,43209,69530,9,1493.205,$165.91,4.81%,$7.99,$19.46,0.24%,56.32%,$34.56
264,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,foxnews.com,PulsePoint,Smartphone,34959,122,17511,31974,5,1477.493,$295.50,4.10%,$12.11,$42.26,0.35%,50.09%,$84.38
265,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,funnyand.com,Google Ad Manager,Smartphone,9273,70,4648,8751,5,4986.519,$997.30,7.14%,$71.24,$537.75,0.75%,50.12%,"$1,072.83"
266,300x250,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,gameofglam.com,BidSwitch,Smartphone,11681,88,4713,8230,4,5216.649,"$1,304.16",4.55%,$59.28,$446.59,0.75%,40.35%,"$1,106.86"
267,300x250,Sign up Now - 10% Off,"New York City, New York",New York City,New York,gamerant.com,Google Ad Manager,Smartphone,17770,70,12771,16749,9,5195.235,$577.25,12.86%,$74.22,$292.36,0.39%,71.87%,$406.80
268,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,gamerant.com,Google Ad Manager,Windows PC,16202,80,11786,15365,2,1570.343,$785.17,2.50%,$19.63,$96.92,0.49%,72.74%,$133.24
269,320x50,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,gamespot.com,BidSwitch,Smartphone,13779,96,3482,12487,4,1530.042,$382.51,4.17%,$15.94,$111.04,0.70%,25.27%,$439.41
270,300x250,Subscribe Today - 10% Discount,"Champaign & Springfield-Decatur,Illinois",Champaign,llinois,gamingbible.com,Google Ad Manager,Smartphone,13183,100,4337,10596,1,2430.244,"$2,430.24",1.00%,$24.30,$184.35,0.76%,32.90%,$560.35
271,320x50,10% Discount - Ends 6/1,"Jackson, Mississippi",Jackson,Mississippi,geeksforgeeks.org,Google Ad Manager,Smartphone,109709,278,3064,15428,20,5409.084,$270.45,7.19%,$19.46,$49.30,0.25%,2.79%,"$1,765.37"
272,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,geeksforgeeks.org,BidSwitch,Apple PC,120902,333,9964,70015,15,4669.014,$311.27,4.50%,$14.02,$38.62,0.28%,8.24%,$468.59
273,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,geeksforgeeks.org,BidSwitch,Smartphone,45397,114,716,6867,15,4582.453,$305.50,13.16%,$40.20,$100.94,0.25%,1.58%,"$6,400.07"
274,320x50,Subscribe Today - 10% Discount,"Jacksonville, Florida",Jacksonville,Florida,geeksforgeeks.org,Index Exchange,Smartphone,13293,74,9054,12676,5,2901.21,$580.24,6.76%,$39.21,$218.25,0.56%,68.11%,$320.43
275,300x250,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,greatschools.org,BidSwitch,Apple PC,12001,40,7173,11432,2,1659.933,$829.97,5.00%,$41.50,$138.32,0.33%,59.77%,$231.41
276,300x50,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,greedyfinance.com,Google Ad Manager,Smartphone,20537,84,15587,19288,10,1609.881,$160.99,11.90%,$19.17,$78.39,0.41%,75.90%,$103.28
277,300x250,Sign up Now - 10% Off,"Savannah, Georgia",Savannah,Georgia,health.usnews.com,Google Ad Manager,Smartphone,8730,22,3725,7413,3,3268.007,"$1,089.34",13.64%,$148.55,$374.34,0.25%,42.67%,$877.32
278,320x50,Sign up Now - 10% Off,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,healthline.com,Google Ad Manager,Smartphone,26820,80,13553,21192,12,6745.103,$562.09,15.00%,$84.31,$251.50,0.30%,50.53%,$497.68
279,300x250,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,healthyrecipesblogs.com,Yieldmo,Smartphone,9149,40,4568,8648,4,1758.098,$439.52,10.00%,$43.95,$192.16,0.44%,49.93%,$384.87
280,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,heraldweekly.com,Sharethrough,Smartphone,13655,66,9519,13041,3,1475.245,$491.75,4.55%,$22.35,$108.04,0.48%,69.71%,$154.98
281,300x50,Sign up Now - 10% Off,"New York City, New York",New York City,New York,hindustantimes.com,Google Ad Manager,Smartphone,17518,60,11513,16192,12,6765,$563.75,20.00%,$112.75,$386.17,0.34%,65.72%,$587.60
282,320x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,hindustantimes.com,Google Ad Manager,Smartphone,16580,84,11928,14527,6,1965.739,$327.62,7.14%,$23.40,$118.56,0.51%,71.94%,$164.80
283,320x50,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,historyallday.com,BidSwitch,Smartphone,14379,30,6272,11886,18,1973.562,$109.64,60.00%,$65.79,$137.25,0.21%,43.62%,$314.66
284,320x50,Subscribe Today - 10% Discount,"Champaign & Springfield-Decatur,Illinois",Champaign,llinois,historycollection.com,Google Ad Manager,Smartphone,138904,399,98952,120688,25,5038.645,$201.55,6.27%,$12.63,$36.27,0.29%,71.24%,$50.92
285,300x250,Sign up Today - 10% Off,"New York City, New York",New York City,New York,homeaddict.io,BidSwitch,Windows PC,99205,230,49240,72687,21,6185.002,$294.52,9.13%,$26.89,$62.35,0.23%,49.63%,$125.61
286,300x250,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,homehacks.co,Google Ad Manager,Windows PC,27473,69,11306,20625,2,2922.286,"$1,461.14",2.90%,$42.35,$106.37,0.25%,41.15%,$258.47
287,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,houseplans.net,BidSwitch,Smartphone,7356,10,1588,7088,1,1730.374,"$1,730.37",10.00%,$173.04,$235.23,0.14%,21.59%,"$1,089.66"
288,320x50,10% Discount - Ends 6/1,"Orlando-Daytona Beach, Florida",Orlando,Florida,icy-veins.com,Google Ad Manager,Smartphone,9261,66,3852,8526,9,6511.03,$723.45,13.64%,$98.65,$703.06,0.71%,41.59%,"$1,690.30"
289,320x50,Subscribe Today - 10% Discount,"Flint-Saginaw-Bay City, Michigan",Flint,Michigan,icy-veins.com,PubMatic,Smartphone,19344,68,2353,18261,10,1500.722,$150.07,14.71%,$22.07,$77.58,0.35%,12.16%,$637.79
290,300x250,10% Discount - Ends 6/1,"Miami-Ft. Lauderdale, Florida",Miami,Florida,iflscience.com,Google Ad Manager,Smartphone,11672,84,7619,9999,7,5284.277,$754.90,8.33%,$62.91,$452.73,0.72%,65.28%,$693.57
291,300x250,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,ign.com,Index Exchange,Smartphone,8273,24,1929,7441,3,4689.521,"$1,563.17",12.50%,$195.40,$566.85,0.29%,23.32%,"$2,431.06"
292,300x250,Subscribe Today - 10% Discount,"Panama City, Florida",Panama City,Florida,ign.com,OpenX,Smartphone,13833,84,7693,13237,6,1526.787,$254.46,7.14%,$18.18,$110.37,0.61%,55.61%,$198.46
293,320x50,Sign up Today - 10% Off,"Peoria-Bloomington, Illinois",Peoria,Illinois,ign.com,Google Ad Manager,Smartphone,22180,60,4835,19291,9,1441.631,$160.18,15.00%,$24.03,$65.00,0.27%,21.80%,$298.17
294,320x50,Subscribe Today - 10% Discount,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,insider.com,Google Ad Manager,Smartphone,102905,421,45324,99065,1,6407.582,"$6,407.58",0.24%,$15.22,$62.27,0.41%,44.04%,$141.37
295,300x50,Sign up Today - 10% Off,"New York City, New York",New York City,New York,insider.com,Google Ad Manager,Smartphone,89744,311,48786,85900,3,6369.811,"$2,123.27",0.96%,$20.48,$70.98,0.35%,54.36%,$130.57
296,300x250,Sign up Today - 10% Off,"Champaign & Springfield-Decatur,Illinois",Champaign,llinois,insider.com,PubMatic,Smartphone,39705,190,12950,38030,3,1476.42,$492.14,1.58%,$7.77,$37.18,0.48%,32.62%,$114.01
297,320x50,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,insidethemagic.net,Magnite DV+,Smartphone,23941,150,13054,22276,6,2856.165,$476.03,4.00%,$19.04,$119.30,0.63%,54.53%,$218.80
298,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,investing.com,Google Ad Manager,Smartphone,42759,177,17744,34812,12,6316.488,$526.37,6.78%,$35.69,$147.72,0.41%,41.50%,$355.98
299,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,investing.com,Index Exchange,Smartphone,115673,410,52475,97166,22,5045.938,$229.36,5.37%,$12.31,$43.62,0.35%,45.36%,$96.16
300,300x250,Sign up Now - 10% Off,"San Francisco, California",San Francisco,California,investing.com,Magnite DV+,Apple PC,81486,193,57653,76803,6,1463.843,$243.97,3.11%,$7.58,$17.96,0.24%,70.75%,$25.39
301,300x250,Sign up Now - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,investmentguru.com,OpenX,Windows PC,31813,84,14149,21281,13,2060.994,$158.54,15.48%,$24.54,$64.78,0.26%,44.48%,$145.66
302,320x50,Sign up Now - 10% Off,"Jacksonville, Florida",Jacksonville,Florida,investopedia.com,Google Ad Manager,Smartphone,7687,10,5311,7266,6,6486.854,"$1,081.14",60.00%,$648.69,$843.87,0.13%,69.09%,"$1,221.40"
303,300x250,Sign up Now - 10% Off,"Orlando-Daytona Beach, Florida",Orlando,Florida,investopedia.com,BidSwitch,Apple PC,17228,30,11116,16044,3,1547.513,$515.84,10.00%,$51.58,$89.83,0.17%,64.52%,$139.21
304,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,jdpower.com,OpenX,Smartphone,21482,67,10473,19679,3,3563.099,"$1,187.70",4.48%,$53.18,$165.86,0.31%,48.75%,$340.22
305,300x50,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,jdpower.com,Google Ad Manager,Smartphone,9178,25,4644,8462,2,1503.205,$751.60,8.00%,$60.13,$163.78,0.27%,50.60%,$323.69
306,320x50,Subscribe Today - 10% Discount,"Orlando-Daytona Beach, Florida",Orlando,Florida,jdpower.com,Magnite DV+,Smartphone,9040,21,3585,8450,3,1473.192,$491.06,14.29%,$70.15,$162.96,0.23%,39.66%,$410.93
307,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,kbb.com,Magnite DV+,Smartphone,96728,341,69700,91910,15,6587.243,$439.15,4.40%,$19.32,$68.10,0.35%,72.06%,$94.51
308,320x50,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,kbb.com,Google Ad Manager,Smartphone,48947,230,32089,45597,21,5702.29,$271.54,9.13%,$24.79,$116.50,0.47%,65.56%,$177.70
309,300x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,kbb.com,Google Ad Manager,Smartphone,58938,175,41861,55929,9,4881.198,$542.36,5.14%,$27.89,$82.82,0.30%,71.03%,$116.60
310,300x250,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,kbb.com,OpenX,Smartphone,49014,100,30349,46446,6,3628.346,$604.72,6.00%,$36.28,$74.03,0.20%,61.92%,$119.55
311,320x50,10% Discount - Ends 6/1,"Jackson, Mississippi",Jackson,Mississippi,kbb.com,BidSwitch,Smartphone,69523,174,48273,65800,9,2649.998,$294.44,5.17%,$15.23,$38.12,0.25%,69.43%,$54.90
312,300x50,Sign up Now - 10% Off,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,kbb.com,BidSwitch,Smartphone,37717,69,26541,35126,5,1725.271,$345.05,7.25%,$25.00,$45.74,0.18%,70.37%,$65.00
313,300x250,10% Discount - Ends 6/1,"Flint-Saginaw-Bay City, Michigan",Flint,Michigan,kbb.com,Google Ad Manager,Apple PC,16236,50,8669,15208,11,1639.814,$149.07,22.00%,$32.80,$101.00,0.31%,53.39%,$189.16
314,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,kbb.com,Google Ad Manager,Smartphone,9222,33,5352,8141,2,1583.164,$791.58,6.06%,$47.97,$171.67,0.36%,58.04%,$295.81
315,320x50,10% Discount - Ends 6/1,"Chattanooga, Tennessee",Chattanooga,Tennessee,kiplinger.com,OpenX,Smartphone,8233,65,5361,7643,4,6381.007,"$1,595.25",6.15%,$98.17,$775.05,0.79%,65.12%,"$1,190.26"
316,320x50,Sign up Today - 10% Off,"Knoxville, Tennessee",Knoxville,Tennessee,lensvid.com,Yieldmo,Smartphone,9014,26,5054,7227,4,1539.601,$384.90,15.38%,$59.22,$170.80,0.29%,56.07%,$304.63
317,300x250,Sign up Today - 10% Off,"Jacksonville, Florida",Jacksonville,Florida,livescience.com,BidSwitch,Smartphone,9702,40,5564,8210,1,5711.392,"$5,711.39",2.50%,$142.78,$588.68,0.41%,57.35%,"$1,026.49"
318,300x250,Sign up Today - 10% Off,"Knoxville, Tennessee",Knoxville,Tennessee,lotterypost.com,Magnite DV+,Smartphone,150457,420,58372,135099,14,5906.83,$421.92,3.33%,$14.06,$39.26,0.28%,38.80%,$101.19
319,320x50,10% Discount - Ends 6/1,"Panama City, Florida",Panama City,Florida,lotterypost.com,OpenX,Smartphone,190592,601,28906,172515,25,4742.048,$189.68,4.16%,$7.89,$24.88,0.32%,15.17%,$164.05
320,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,m.timesofindia.com,BidSwitch,Smartphone,12868,80,6472,11922,6,3137.143,$522.86,7.50%,$39.21,$243.79,0.62%,50.30%,$484.73
321,320x50,Subscribe Today - 10% Discount,"San Francisco, California",San Francisco,California,m.timesofindia.com,Google Ad Manager,Smartphone,9059,22,589,7480,4,1908.526,$477.13,18.18%,$86.75,$210.68,0.24%,6.50%,"$3,240.28"
322,300x250,Sign up Today - 10% Off,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,m.timesofindia.com,Sovrn,Windows PC,15904,190,7523,14815,2,1825.726,$912.86,1.05%,$9.61,$114.80,1.19%,47.30%,$242.69
323,300x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,macrumors.com,Google Ad Manager,Smartphone,7822,25,3786,7232,13,6781.822,$521.68,52.00%,$271.27,$867.02,0.32%,48.40%,"$1,791.29"
324,320x50,10% Discount - Ends 6/1,"Knoxville, Tennessee",Knoxville,Tennessee,macrumors.com,PubMatic,Smartphone,12214,50,5376,11490,7,5616.309,$802.33,14.00%,$112.33,$459.83,0.41%,44.02%,"$1,044.70"
325,300x250,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,mail.aol.com,Google Ad Manager,Windows PC,141165,250,102776,128004,28,7222.211,$257.94,11.20%,$28.89,$51.16,0.18%,72.81%,$70.27
326,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,mail.aol.com,Google Ad Manager,Smartphone,7514,20,2646,3373,3,6756.295,"$2,252.10",15.00%,$337.81,$899.16,0.27%,35.21%,"$2,553.40"
327,300x250,Sign up Today - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,mail.aol.com,Smart RTB+ (Smartadserver),Windows PC,30460,95,21830,27750,25,6643.967,$265.76,26.32%,$69.94,$218.12,0.31%,71.67%,$304.35
328,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,mail.aol.com,BidSwitch,Smartphone,14083,97,9945,12878,11,5979.67,$543.61,11.34%,$61.65,$424.60,0.69%,70.62%,$601.27
329,300x50,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,mail.aol.com,Google Ad Manager,Smartphone,100058,435,73422,91976,8,5831.226,$728.90,1.84%,$13.41,$58.28,0.43%,73.38%,$79.42
330,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,mail.aol.com,Google Ad Manager,Windows PC,83854,197,60626,76071,15,5783.844,$385.59,7.61%,$29.36,$68.98,0.23%,72.30%,$95.40
331,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,mail.aol.com,PubMatic,Smartphone,103665,270,77283,94019,4,5284.686,"$1,321.17",1.48%,$19.57,$50.98,0.26%,74.55%,$68.38
332,300x250,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,mail.aol.com,Index Exchange,Windows PC,25889,110,18382,23328,15,4977.785,$331.85,13.64%,$45.25,$192.27,0.42%,71.00%,$270.80
333,300x50,10% Discount - Ends 6/1,"Orlando-Daytona Beach, Florida",Orlando,Florida,mail.aol.com,Google Ad Manager,Smartphone,39844,101,28001,36335,3,4439.368,"$1,479.79",2.97%,$43.95,$111.42,0.25%,70.28%,$158.54
334,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,mail.aol.com,Google Ad Manager,Smartphone,224359,480,163149,200859,5,4196.937,$839.39,1.04%,$8.74,$18.71,0.21%,72.72%,$25.72
335,320x50,Subscribe Today - 10% Discount,"Chattanooga, Tennessee",Chattanooga,Tennessee,mail.aol.com,Magnite DV+,Smartphone,15399,35,3398,4324,3,3434.731,"$1,144.91",8.57%,$98.14,$223.05,0.23%,22.07%,"$1,010.81"
336,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,mail.aol.com,BidSwitch,Smartphone,136733,110,102728,127130,4,1946.05,$486.51,3.64%,$17.69,$14.23,0.08%,75.13%,$18.94
337,320x50,Sign up Now - 10% Off,"Toledo, Ohio",Toledo,Ohio,mail.aol.com,Google Ad Manager,Smartphone,198754,480,137649,178415,4,1803.081,$450.77,0.83%,$3.76,$9.07,0.24%,69.26%,$13.10
338,300x250,Subscribe Today - 10% Discount,"Jacksonville, Florida",Jacksonville,Florida,mail.aol.com,Index Exchange,Smartphone,15033,76,5495,7050,3,1650.723,$550.24,3.95%,$21.72,$109.81,0.51%,36.55%,$300.40
339,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,mail.aol.com,Google Ad Manager,Smartphone,92806,212,67534,85013,11,1579.38,$143.58,5.19%,$7.45,$17.02,0.23%,72.77%,$23.39
340,320x50,Subscribe Today - 10% Discount,"San Francisco, California",San Francisco,California,mail.aol.com,BidSwitch,Smartphone,186702,370,132038,167406,4,1568.736,$392.18,1.08%,$4.24,$8.40,0.20%,70.72%,$11.88
341,320x50,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,mail.aol.com,BidSwitch,Smartphone,69136,190,40571,63614,3,1507.947,$502.65,1.58%,$7.94,$21.81,0.27%,58.68%,$37.17
342,300x250,10% Discount - Ends 6/1,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,mail.aol.com,PubMatic,Windows PC,32173,104,24427,30084,11,1498.292,$136.21,10.58%,$14.41,$46.57,0.32%,75.92%,$61.34
343,320x50,Sign up Today - 10% Off,"Orlando-Daytona Beach, Florida",Orlando,Florida,mail.aol.com,Magnite DV+,Smartphone,88819,200,65488,80451,6,1442.228,$240.37,3.00%,$7.21,$16.24,0.23%,73.73%,$22.02
344,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,mail.yahoo.com,Xandr - Monetize SSP (AppNexus),Smartphone,1323451,3414,737990,1177859,123,8187.115,$66.56,3.60%,$2.40,$6.19,0.26%,55.76%,$11.09
345,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,mail.yahoo.com,BidSwitch,Smartphone,728841,2174,424340,634059,37,8054.141,$217.68,1.70%,$3.70,$11.05,0.30%,58.22%,$18.98
346,320x50,Sign up Now - 10% Off,"New York City, New York",New York City,New York,mail.yahoo.com,Magnite DV+,Smartphone,1010148,2874,699834,955905,31,7788.702,$251.25,1.08%,$2.71,$7.71,0.28%,69.28%,$11.13
347,300x250,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,mail.yahoo.com,BidSwitch,Smartphone,1956642,4563,981461,1731673,106,7730.241,$72.93,2.32%,$1.69,$3.95,0.23%,50.16%,$7.88
348,300x250,Sign up Now - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,mail.yahoo.com,Google Ad Manager,Smartphone,23774,60,10735,21076,24,7657.108,$319.05,40.00%,$127.62,$322.08,0.25%,45.15%,$713.28
349,300x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,mail.yahoo.com,Magnite DV+,Smartphone,1083050,3984,590156,953556,19,7495.75,$394.51,0.48%,$1.88,$6.92,0.37%,54.49%,$12.70
350,300x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,mail.yahoo.com,Google Ad Manager,Smartphone,184622,180,98938,161848,13,7149.816,$549.99,7.22%,$39.72,$38.73,0.10%,53.59%,$72.27
351,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,mail.yahoo.com,Yahoo Exchange,Smartphone,742281,1999,432673,642404,11,6024.422,$547.67,0.55%,$3.01,$8.12,0.27%,58.29%,$13.92
352,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,mail.yahoo.com,PubMatic,Smartphone,1720462,4865,940296,1516537,20,5906.465,$295.32,0.41%,$1.21,$3.43,0.28%,54.65%,$6.28
